Назва,Категорія,Місто,Ціна (грн),Ціна (сирова),Торг,Бізнес,Дата
"‼️ Норка, соболь, куниця. Викуп шуб. Оцінка хутра по фото. Застава",Послуги,Київ,308665,308 665.84 грн.,false,false,
"Міофасціальний,  моделюючий, лімфодренажний масаж обличчя + маска",Послуги,Київ,,,false,false,
‼️Оплата в одну сторону‼️Грузоперевозки доставка по Украине и Днепр,Послуги,Дніпро,,,false,false,
Срочный Автовыкуп,Послуги,Харків,444,444 грн.,false,false,
"5 т 10 т Гидроборт Рокла, Грузоперевозки по Харькову, Услуги грузчиков",Послуги,Харків,800,800 грн.,false,false,
"Вивіз сміття , хламу . Дешево",Послуги,Львів,,,false,false,
Срочный Автовыкуп,Послуги,Харків,444,444 грн.,false,false,
"5 т 10 т Гидроборт Рокла, Грузоперевозки по Харькову, Услуги грузчиков",Послуги,Харків,800,800 грн.,false,false,
"Вивіз сміття, хламу, бою. Вантажники. Утилізація. ДЕШЕВО",Послуги,Львів,,,false,false,
Вивіз будівельного сміття. ДЕШЕВО!,Послуги,Львів,,,false,false,
"Вивіз сміття, хламу. Дешево!",Послуги,Львів,,,false,false,
"Без Наценок! Ассенизатор!Выкачка сливных ям,прочистка канализации !",Послуги,Дніпро,,,false,false,
Репетитор з англійської: підготовка до IELTS/Duolingo(iндивідуально),Послуги,Київ,,,false,false,
"Опалення, електромонтаж під ключ. Плиточні, малярні, стельові роботи",Послуги,Київ,,,false,false,
Тьютор з Англійської: від А1 до С1,Послуги,Київ,500,500 грн.,false,false,
Перевозка мебели вещей услуги грузчиков,Послуги,Одеса,500,500 грн.,false,false,
"Токарний обробний центр, токарный станок с ЧПУ, верстат по металу",Послуги,Харків,1500,1 500 грн.,false,false,
Прибуткова Кав'ярня! До 60 000 чистими! Готовий Діючий Бізнес! ТОРГ,Послуги,Київ,436541,436 541.69 грн.Договірна,true,false,
Клінінг під ключ | Прибирання | Хімчистка | Дніпро,Послуги,Дніпро,100,100 грн.,false,false,
Ремонт ванных комнат и санузлов,Послуги,Київ,,,false,false,
Послуги масажиста Львів,Послуги,Львів,,,false,false,
ЕКОНОМНО!! Вантажні перевезення / Грузоперевозки,Послуги,Київ,,,false,false,
"Сантехник, Замена труб, установка и ремонт бойлера, замена униаза",Послуги,Київ,,,false,false,
"Вироби із мармуру, кварциту, граніту",Послуги,Київ,1000,1 000 грн.Договірна,true,false,
"Помогу открыть кофейню с нуля,обучения бариста+поставщики+оборудование",Послуги,Київ,3000,3 000 грн.Договірна,true,false,
Професійний ремонт гібридних інверторів та зарядних станцій,Послуги,Одеса,1000,1 000 грн.,false,false,
Психолог/Психотерапевт. Психоаналітичний напрямок.,Послуги,Київ,1000,1 000 грн.,false,false,
Холодильна вітрина.Вітрина для магазину. Вітрина шафа.Захід Холод,Послуги,Львів,7000,7 000 грн.,false,false,
"Клининг в Киеве, генеральная уборка, прибирання, клінінг, миття вікон",Послуги,Київ,,,false,false,
"Фарбування брів фарбою/хною, ламінування вій Теремки",Послуги,Київ,300,300 грн.,false,false,
"Очень дёшево! Переезды, Грузоперевозки",Послуги,Харків,,,false,false,
Перевозки грузоперевозки недорого грузовое такси Одеса,Послуги,Одеса,,,false,false,
Ремонт и обслуживание генераторов,Послуги,Одеса,500,500 грн.Договірна,true,false,
"5т 10т Гидроборт+рокла, Грузчики, Грузоперевозки Харьков, Перевозка",Послуги,Харків,800,800 грн.,false,false,
"Реставрація отворів ковша (розточка, расточка, наплавка, завтулення)",Послуги,Львів,,,false,false,
"Массаж в Днепре, массажист, левый берег",Послуги,Дніпро,500,500 грн.,false,false,
Терміновий ремонт генераторів,Послуги,Дніпро,500,500 грн.,false,false,
